"","model","estimator","k_obs","k_estimate"
"1","fa_orthogonal","bic",1,1
"2","fa_orthogonal","kaiser_guttman",13,12
"3","fa_orthogonal","parallel_analysis",8,7
"4","fa_orthogonal","rmsea",5,3
"5","fa_orthogonal","ega",8,8
"6","fa_orthogonal","vss",8,8
"7","fa_orthogonal","map",7,7
