"","model","estimator","k_obs","k_estimate"
"1","fa_orthogonal","bic",4,4
"2","fa_orthogonal","kaiser_guttman",10,10
"3","fa_orthogonal","parallel_analysis",5,4
"4","fa_orthogonal","rmsea",4,4
"5","fa_orthogonal","ega",5,6
"6","fa_orthogonal","vss",6,5
"7","fa_orthogonal","map",5,5
